===== NEW SESSION 2026-04-09 11:33:20 =====
[11:33:44.740] CLEARED
[11:35:21.596] 65
[11:35:21.596] RDY
[11:35:21.614] 66
[11:35:21.617] RDY
[11:35:21.636] 67
[11:35:21.636] RDY
[11:35:21.645] 68
[11:35:21.648] RDY
[11:35:21.673] 69
[11:35:21.675] RDY
[11:35:21.697] 70
[11:35:21.697] RDY
[11:35:21.722] 71
[11:35:21.725] RDY
[11:35:21.735] 72
[11:35:21.741] RDY
[11:35:21.749] 73
[11:35:21.749] RDY
[11:35:21.791] 74
[11:35:21.791] RDY
[11:35:21.791] 75
[11:35:21.791] RDY
[11:35:21.816] 76
[11:35:21.820] RDY
[11:35:21.820] DONE
[11:35:21.892] RDY
[11:35:21.910] CLEARED
[11:35:21.910] RDY
[11:35:21.927] RDY
[11:35:21.932] RDY
[11:35:21.936] RDY
[11:35:21.944] RDY
[11:35:21.960] RDY
[11:35:21.976] RDY
[11:35:21.986] RDY
[11:35:22.003] RDY
[11:35:22.015] RDY
[11:35:22.032] RDY
[11:35:22.041] RDY
[11:35:22.057] RDY
[11:35:22.066] RDY
[11:35:22.082] RDY
[11:35:22.098] RDY
[11:35:22.142] RDY
[11:35:22.151] RDY
[11:35:22.170] RDY
[11:35:22.179] RDY
[11:35:22.187] RDY
[11:35:22.204] RDY
[11:35:22.220] RDY
[11:35:22.233] RDY
[11:35:22.248] RDY
[11:35:22.269] RDY
[11:35:22.276] RDY
[11:35:22.291] RDY
[11:35:22.303] RDY
[11:35:22.316] RDY
[11:35:22.325] RDY
[11:35:22.339] RDY
[11:35:22.347] RDY
[11:35:22.364] RDY
[11:35:22.372] RDY
[11:35:22.385] RDY
[11:35:22.393] RDY
[11:35:22.402] RDY
[11:35:22.416] RDY
[11:35:22.433] RDY
[11:35:22.448] RDY
[11:35:22.464] RDY
[11:35:22.473] RDY
[11:35:22.489] RDY
[11:35:22.498] RDY
[11:35:22.514] RDY
[11:35:22.531] RDY
[11:35:22.548] RDY
[11:35:22.563] RDY
[11:35:22.572] RDY
[11:35:22.588] RDY
[11:35:22.605] RDY
[11:35:22.614] RDY
[11:35:22.631] RDY
[11:35:22.647] RDY
[11:35:22.660] RDY
[11:35:22.677] RDY
[11:35:22.694] RDY
[11:35:22.702] RDY
[11:35:22.722] RDY
[11:35:22.731] RDY
[11:35:22.739] RDY
[11:35:22.748] RDY
[11:35:22.768] RDY
[11:35:22.777] RDY
[11:35:22.794] RDY
[11:35:22.810] RDY
[11:35:22.818] RDY
[11:35:22.827] RDY
[11:35:22.864] RDY
[11:35:22.875] RDY
[11:35:22.886] RDY
[11:35:22.902] RDY
[11:35:22.918] RDY
[11:35:22.935] RDY
[11:35:22.943] RDY
[11:35:22.959] RDY
[11:35:22.979] RDY
[11:35:22.991] RDY
[11:35:23.008] RDY
[11:35:23.024] RDY
[11:35:23.033] RDY
[11:35:23.041] RDY
[11:35:23.053] RDY
[11:35:23.104] RDY
[11:35:23.113] RDY
[11:35:23.130] RDY
[11:35:23.146] RDY
[11:35:23.163] RDY
[11:35:23.171] RDY
[11:35:23.188] RDY
[11:35:23.208] RDY
[11:35:23.217] RDY
[11:35:23.234] RDY
[11:35:23.254] RDY
[11:35:23.279] RDY
[11:35:23.290] RDY
[11:35:23.302] RDY
[11:35:23.311] RDY
[11:35:23.320] RDY
[11:35:23.329] RDY
[11:35:23.337] RDY
[11:35:23.353] RDY
[11:35:23.362] RDY
[11:35:23.378] RDY
[11:35:23.394] RDY
[11:35:23.408] RDY
[11:35:23.433] RDY
[11:35:23.441] RDY
[11:35:23.461] RDY
[11:35:23.477] RDY
[11:35:23.487] RDY
[11:35:23.504] RDY
[11:35:23.524] RDY
[11:35:23.535] RDY
[11:35:23.543] RDY
[11:35:23.581] RDY
[11:35:23.586] RDY
[11:35:23.596] RDY
[11:35:23.613] RDY
[11:35:23.625] RDY
[11:35:23.641] RDY
[11:35:23.661] RDY
[11:35:23.678] RDY
[11:35:23.694] RDY
[11:35:23.703] RDY
[11:35:23.715] RDY
[11:35:23.724] RDY
[11:35:23.741] RDY
[11:35:23.749] RDY
[11:35:23.766] RDY
[11:35:23.785] RDY
[11:35:23.796] RDY
[11:35:23.839] RDY
[11:35:23.851] RDY
[11:35:23.859] RDY
[11:35:23.876] RDY
[11:35:23.892] RDY
[11:35:23.908] RDY
[11:35:23.928] RDY
[11:35:23.938] RDY
[11:35:23.955] RDY
[11:35:23.972] RDY
[11:35:23.985] RDY
[11:35:23.993] RDY
[11:35:24.009] RDY
[11:35:24.029] RDY
[11:35:24.064] RDY
[11:35:24.075] RDY
[11:35:24.092] RDY
[11:35:24.109] RDY
[11:35:24.117] RDY
[11:35:24.134] RDY
[11:35:24.146] RDY
[11:35:24.155] RDY
[11:35:24.171] RDY
[11:35:24.183] RDY
[11:35:24.199] RDY
[11:35:24.216] RDY
[11:35:24.224] RDY
[11:35:24.245] RDY
[11:35:24.254] RDY
[11:35:24.265] RDY
[11:35:24.307] RDY
[11:35:24.315] RDY
[11:35:24.332] RDY
[11:35:24.341] RDY
[11:35:24.349] RDY
[11:35:24.363] RDY
[11:35:24.379] RDY
[11:35:24.396] RDY
[11:35:24.413] RDY
[11:35:24.422] RDY
[11:35:24.438] RDY
[11:35:24.446] RDY
[11:35:24.464] RDY
[11:35:24.474] RDY
[11:35:24.488] RDY
[11:35:24.504] RDY
[11:35:24.521] RDY
[11:35:24.532] RDY
[11:35:24.550] LOADED 180
[11:35:24.551] OK
[11:35:24.551] RDY
[11:35:24.576] PLAYING
[11:35:24.585] 77
[11:35:24.589] RDY
[11:35:24.598] 78
[11:35:24.601] RDY
[11:35:24.609] 79
[11:35:24.609] RDY
[11:35:24.641] 80
[11:35:24.646] RDY
[11:35:24.653] 81
[11:35:24.658] RDY
[11:35:24.669] 82
[11:35:24.669] RDY
[11:35:24.683] 83
[11:35:24.688] RDY
[11:35:24.707] 84
[11:35:24.708] RDY
[11:35:24.725] 85
[11:35:24.725] RDY
[11:35:24.745] 86
[11:35:24.748] RDY
[11:35:24.772] 87
[11:35:24.797] RDY
[11:35:24.797] 88
[11:35:24.801] RDY
[11:35:24.813] 89
[11:35:24.813] RDY
[11:35:24.829] 90
[11:35:24.829] RDY
[11:35:24.845] 90
[11:35:24.867] RDY
[11:35:24.867] 90
[11:35:24.867] RDY
[11:35:24.886] 90
[11:35:24.888] RDY
[11:35:24.917] 90
[11:35:24.917] RDY
[11:35:24.933] 90
[11:35:24.936] RDY
[11:35:24.949] 90
[11:35:24.955] RDY
[11:35:24.971] 90
[11:35:24.975] RDY
[11:35:24.992] 90
[11:35:24.998] RDY
[11:35:25.026] 90
[11:35:25.032] RDY
[11:35:25.033] 90
[11:35:25.040] RDY
[11:35:25.061] 90
[11:35:25.066] RDY
[11:35:25.072] 90
[11:35:25.075] RDY
[11:35:25.096] 90
[11:35:25.098] RDY
[11:35:25.114] 90
[11:35:25.119] RDY
[11:35:25.130] 90
[11:35:25.133] RDY
[11:35:25.159] 90
[11:35:25.167] RDY
[11:35:25.176] 90
[11:35:25.181] RDY
[11:35:25.189] 90
[11:35:25.193] RDY
[11:35:25.204] 90
[11:35:25.211] RDY
[11:35:25.240] 90
[11:35:25.246] RDY
[11:35:25.247] 90
[11:35:25.252] RDY
[11:35:25.277] 90
[11:35:25.285] RDY
[11:35:25.293] 90
[11:35:25.298] RDY
[11:35:25.308] 90
[11:35:25.312] RDY
[11:35:25.327] 90
[11:35:25.339] RDY
[11:35:25.354] 90
[11:35:25.358] RDY
[11:35:25.372] 90
[11:35:25.378] RDY
[11:35:25.393] 90
[11:35:25.394] RDY
[11:35:25.410] 90
[11:35:25.414] RDY
[11:35:25.432] 90
[11:35:25.436] RDY
[11:35:25.446] 90
[11:35:25.451] RDY
[11:35:25.475] 90
[11:35:25.484] RDY
[11:35:25.494] 90
[11:35:25.498] RDY
[11:35:25.521] 90
[11:35:25.523] RDY
[11:35:25.537] 90
[11:35:25.542] RDY
[11:35:25.550] 90
[11:35:25.554] RDY
[11:35:25.570] 90
[11:35:25.570] RDY
[11:35:25.589] 90
[11:35:25.592] RDY
[11:35:25.607] 90
[11:35:25.607] RDY
[11:35:25.632] 90
[11:35:25.632] RDY
[11:35:25.649] 90
[11:35:25.653] RDY
[11:35:25.671] 90
[11:35:25.671] RDY
[11:35:25.687] 90
[11:35:25.691] RDY
[11:35:25.709] 90
[11:35:25.709] RDY
[11:35:25.726] 90
[11:35:25.726] RDY
[11:35:25.765] 90
[11:35:25.767] RDY
[11:35:25.767] 90
[11:35:25.767] RDY
[11:35:25.792] 90
[11:35:25.796] RDY
[11:35:25.815] 90
[11:35:25.815] RDY
[11:35:25.839] 90
[11:35:25.839] RDY
[11:35:25.855] 90
[11:35:25.859] RDY
[11:35:25.870] 90
[11:35:25.870] RDY
[11:35:25.887] 90
[11:35:25.903] RDY
[11:35:25.904] 90
[11:35:25.908] RDY
[11:35:25.933] 90
[11:35:25.933] RDY
[11:35:25.949] 90
[11:35:25.953] RDY
[11:35:25.985] 90
[11:35:25.986] RDY
[11:35:25.999] 90
[11:35:25.999] RDY
[11:35:26.014] 90
[11:35:26.015] RDY
[11:35:26.023] 90
[11:35:26.023] RDY
[11:35:26.048] 90
[11:35:26.048] RDY
[11:35:26.081] 90
[11:35:26.082] RDY
[11:35:26.091] 90
[11:35:26.091] RDY
[11:35:26.109] 90
[11:35:26.111] RDY
[11:35:26.129] 90
[11:35:26.133] RDY
[11:35:26.158] 90
[11:35:26.163] RDY
[11:35:26.179] 90
[11:35:26.179] RDY
[11:35:26.193] 90
[11:35:26.197] RDY
[11:35:26.221] 90
[11:35:26.225] RDY
[11:35:26.233] 90
[11:35:26.233] RDY
[11:35:26.249] 90
[11:35:26.249] RDY
[11:35:26.266] 90
[11:35:26.270] RDY
[11:35:26.289] 90
[11:35:26.290] RDY
[11:35:26.308] 90
[11:35:26.308] RDY
[11:35:26.327] 90
[11:35:26.327] RDY
[11:35:26.347] 90
[11:35:26.347] RDY
[11:35:26.380] 90
[11:35:26.385] RDY
[11:35:26.394] 90
[11:35:26.394] RDY
[11:35:26.410] 90
[11:35:26.410] RDY
[11:35:26.428] 90
[11:35:26.430] RDY
[11:35:26.447] 90
[11:35:26.447] RDY
[11:35:26.479] 90
[11:35:26.484] RDY
[11:35:26.493] 90
[11:35:26.493] RDY
[11:35:26.509] 90
[11:35:26.509] RDY
[11:35:26.528] 90
[11:35:26.531] RDY
[11:35:26.557] 90
[11:35:26.557] RDY
[11:35:26.573] 90
[11:35:26.578] RDY
[11:35:26.599] 90
[11:35:26.603] RDY
[11:35:26.611] 90
[11:35:26.611] RDY
[11:35:26.635] 90
[11:35:26.638] RDY
[11:35:26.651] 90
[11:35:26.652] RDY
[11:35:26.676] 90
[11:35:26.682] RDY
[11:35:26.705] 90
[11:35:26.706] RDY
[11:35:26.715] 90
[11:35:26.715] RDY
[11:35:26.734] 90
[11:35:26.737] RDY
[11:35:26.750] 90
[11:35:26.753] RDY
[11:35:26.778] 90
[11:35:26.778] RDY
[11:35:26.797] 90
[11:35:26.798] RDY
[11:35:26.807] 90
[11:35:26.811] RDY
[11:35:26.837] 90
[11:35:26.840] RDY
[11:35:26.846] 90
[11:35:26.847] RDY
[11:35:26.867] 90
[11:35:26.867] RDY
[11:35:26.909] 90
[11:35:26.910] RDY
[11:35:26.910] 90
[11:35:26.910] RDY
[11:35:26.928] 90
[11:35:26.928] RDY
[11:35:26.949] 90
[11:35:26.949] RDY
[11:35:26.969] 90
[11:35:26.969] RDY
[11:35:27.000] 90
[11:35:27.001] RDY
[11:35:27.015] 90
[11:35:27.017] RDY
[11:35:27.043] 90
[11:35:27.046] RDY
[11:35:27.060] 90
[11:35:27.060] RDY
[11:35:27.076] 90
[11:35:27.076] RDY
[11:35:27.093] 90
[11:35:27.097] RDY
[11:35:27.117] 90
[11:35:27.121] RDY
[11:35:27.129] 90
[11:35:27.129] RDY
[11:35:27.153] 90
[11:35:27.156] RDY
[11:35:27.172] 90
[11:35:27.174] RDY
[11:35:27.190] 90
[11:35:27.190] RDY
[11:35:27.206] 90
[11:35:27.208] RDY
[11:35:27.234] 90
[11:35:27.234] RDY
[11:35:27.252] 90
[11:35:27.255] RDY
[11:35:27.268] 90
[11:35:27.268] RDY
[11:35:27.293] 90
[11:35:27.294] RDY
[11:35:27.326] 90
[11:35:27.335] RDY
[11:35:27.336] 90
[11:35:27.336] RDY
[11:35:27.361] 90
[11:35:27.364] RDY
[11:35:27.372] 90
[11:35:27.372] RDY
[11:35:27.389] 90
[11:35:27.389] RDY
[11:35:27.425] 90
[11:35:27.426] RDY
[11:35:27.434] 90
[11:35:27.434] RDY
[11:35:27.463] 90
[11:35:27.466] RDY
[11:35:27.474] 90
[11:35:27.476] RDY
[11:35:27.500] 90
[11:35:27.504] RDY
[11:35:27.514] 90
[11:35:27.518] RDY
[11:35:27.528] 90
[11:35:27.528] RDY
[11:35:27.557] 90
[11:35:27.557] RDY
[11:35:27.579] 90
[11:35:27.579] RDY
[11:35:27.595] 90
[11:35:27.595] RDY
[11:35:27.611] 90
[11:35:27.616] RDY
[11:35:27.639] 90
[11:35:27.639] RDY
[11:35:27.651] 90
[11:35:27.652] RDY
[11:35:27.685] 90
[11:35:27.686] RDY
[11:35:27.702] 90
[11:35:27.702] RDY
[11:35:27.720] 90
[11:35:27.723] RDY
[11:35:27.738] 90
[11:35:27.738] RDY
[11:35:27.754] 90
[11:35:27.754] RDY
[11:35:27.768] 90
[11:35:27.772] RDY
[11:35:27.791] 90
[11:35:27.792] RDY
[11:35:27.817] 90
[11:35:27.817] RDY
[11:35:27.834] 90
[11:35:27.837] RDY
[11:35:27.846] 90
[11:35:27.848] RDY
[11:35:27.873] 90
[11:35:27.879] RDY
[11:35:27.894] 90
[11:35:27.900] RDY
[11:35:27.911] 90
[11:35:27.911] RDY
[11:35:27.935] 90
[11:35:27.938] RDY
[11:35:27.949] 90
[11:35:27.949] RDY
[11:35:27.983] 90
[11:35:27.987] RDY
[11:35:27.996] 90
[11:35:27.999] RDY
[11:35:28.024] 90
[11:35:28.024] RDY
[11:35:28.040] 90
[11:35:28.043] RDY
[11:35:28.051] 90
[11:35:28.051] RDY
[11:35:28.067] 90
[11:35:28.067] RDY
[11:35:28.095] 90
[11:35:28.097] RDY
[11:35:28.113] 90
[11:35:28.114] RDY
[11:35:28.138] 90
[11:35:28.141] RDY
[11:35:28.160] 90
[11:35:28.160] RDY
[11:35:28.160] DONE
[11:35:28.227] RDY
[11:37:10.843] CLEARED
[11:37:10.847] RDY
[11:37:10.867] RDY
[11:37:10.885] RDY
[11:37:10.895] RDY
[11:37:10.908] RDY
[11:37:10.919] RDY
[11:37:10.934] RDY
[11:37:10.950] RDY
[11:37:10.966] RDY
[11:37:10.984] RDY
[11:37:10.997] RDY
[11:37:11.018] RDY
[11:37:11.041] RDY
[11:37:11.053] RDY
[11:37:11.061] RDY
[11:37:11.070] RDY
[11:37:11.087] RDY
[11:37:11.096] RDY
[11:37:11.113] RDY
[11:37:11.130] RDY
[11:37:11.152] RDY
[11:37:11.160] RDY
[11:37:11.169] RDY
[11:37:11.177] RDY
[11:37:11.193] RDY
[11:37:11.201] RDY
[11:37:11.210] RDY
[11:37:11.219] RDY
[11:37:11.236] RDY
[11:37:11.251] RDY
[11:37:11.290] RDY
[11:37:11.298] RDY
[11:37:11.314] RDY
[11:37:11.332] RDY
[11:37:11.340] RDY
[11:37:11.356] RDY
[11:37:11.365] RDY
[11:37:11.378] RDY
[11:37:11.460] RDY
[11:37:11.478] RDY
[11:37:11.490] RDY
[11:37:11.513] RDY
[11:37:11.522] RDY
[11:37:11.530] RDY
[11:37:11.540] RDY
[11:37:11.549] RDY
[11:37:11.558] RDY
[11:37:11.567] RDY
[11:37:11.584] RDY
[11:37:11.594] RDY
[11:37:11.602] RDY
[11:37:11.612] RDY
[11:37:11.621] RDY
[11:37:11.630] RDY
[11:37:11.639] RDY
[11:37:11.649] RDY
[11:37:11.668] RDY
[11:37:11.684] RDY
[11:37:11.693] RDY
[11:37:11.705] RDY
[11:37:11.721] RDY
[11:37:11.737] RDY
[11:37:11.754] RDY
[11:37:11.770] RDY
[11:37:11.787] RDY
[11:37:11.799] RDY
[11:37:11.815] RDY
[11:37:11.853] RDY
[11:37:11.869] RDY
[11:37:11.889] RDY
[11:37:11.902] RDY
[11:37:11.916] RDY
[11:37:11.927] RDY
[11:37:11.944] RDY
[11:37:11.963] RDY
[11:37:11.972] RDY
[11:37:11.982] RDY
[11:37:11.991] RDY
[11:37:12.003] RDY
[11:37:12.022] RDY
[11:37:12.031] RDY
[11:37:12.047] RDY
[11:37:12.063] RDY
[11:37:12.079] RDY
[11:37:12.093] RDY
[11:37:12.102] RDY
[11:37:12.123] RDY
[11:37:12.140] RDY
[11:37:12.149] RDY
[11:37:12.158] RDY
[11:37:12.176] RDY
[11:37:12.193] RDY
[11:37:12.201] RDY
[11:37:12.217] RDY
[11:37:12.232] RDY
[11:37:12.245] RDY
[11:37:12.261] RDY
[11:37:12.277] RDY
[11:37:12.294] RDY
[11:37:12.310] RDY
[11:37:12.331] RDY
[11:37:12.341] RDY
[11:37:12.353] RDY
[11:37:12.369] RDY
[11:37:12.380] RDY
[11:37:12.396] RDY
[11:37:12.413] RDY
[11:37:12.421] RDY
[11:37:12.430] RDY
[11:37:12.447] RDY
[11:37:12.465] RDY
[11:37:12.482] RDY
[11:37:12.490] RDY
[11:37:12.499] RDY
[11:37:12.508] RDY
[11:37:12.524] RDY
[11:37:12.537] RDY
[11:37:12.547] RDY
[11:37:12.556] RDY
[11:37:12.572] RDY
[11:37:12.581] RDY
[11:37:12.589] RDY
[11:37:12.602] RDY
[11:37:12.619] RDY
[11:37:12.639] RDY
[11:37:12.648] RDY
[11:37:12.665] RDY
[11:37:12.708] RDY
[11:37:12.726] RDY
[11:37:12.737] RDY
[11:37:12.753] RDY
[11:37:12.762] RDY
[11:37:12.778] RDY
[11:37:12.794] RDY
[11:37:12.813] RDY
[11:37:12.830] RDY
[11:37:12.868] RDY
[11:37:12.877] RDY
[11:37:12.888] RDY
[11:37:12.905] RDY
[11:37:12.927] RDY
[11:37:12.946] RDY
[11:37:12.954] RDY
[11:37:12.963] RDY
[11:37:12.972] RDY
[11:37:12.983] RDY
[11:37:12.991] RDY
[11:37:13.000] RDY
[11:37:13.016] RDY
[11:37:13.032] RDY
[11:37:13.049] RDY
[11:37:13.070] RDY
[11:37:13.079] RDY
[11:37:13.095] RDY
[11:37:13.112] RDY
[11:37:13.123] RDY
[11:37:13.131] RDY
[11:37:13.148] RDY
[11:37:13.192] RDY
[11:37:13.202] RDY
[11:37:13.212] RDY
[11:37:13.228] RDY
[11:37:13.245] RDY
[11:37:13.261] RDY
[11:37:13.270] RDY
[11:37:13.287] RDY
[11:37:13.299] RDY
[11:37:13.316] RDY
[11:37:13.332] RDY
[11:37:13.344] RDY
[11:37:13.360] RDY
[11:37:13.373] RDY
[11:37:13.383] RDY
[11:37:13.399] RDY
[11:37:13.416] RDY
[11:37:13.424] RDY
[11:37:13.440] RDY
[11:37:13.457] RDY
[11:37:13.465] RDY
[11:37:13.478] RDY
[11:37:13.488] RDY
[11:37:13.505] LOADED 180
[11:37:13.506] OK
[11:37:13.506] RDY
[11:37:13.523] PLAYING
[11:37:13.527] 90
[11:37:13.530] RDY
[11:37:13.544] 90
[11:37:13.554] RDY
[11:37:13.563] 90
[11:37:13.563] RDY
[11:37:13.581] 90
[11:37:13.584] RDY
[11:37:13.597] 90
[11:37:13.603] RDY
[11:37:13.628] 90
[11:37:13.633] RDY
[11:37:13.656] 90
[11:37:13.657] RDY
[11:37:13.678] 90
[11:37:13.679] RDY
[11:37:13.679] 90
[11:37:13.687] RDY
[11:37:13.709] 90
[11:37:13.710] RDY
[11:37:13.731] 90
[11:37:13.735] RDY
[11:37:13.756] 90
[11:37:13.760] RDY
[11:37:13.761] 90
[11:37:13.764] RDY
[11:37:13.784] 90
[11:37:13.789] RDY
[11:37:13.799] 90
[11:37:13.800] RDY
[11:37:13.823] 90
[11:37:13.824] RDY
[11:37:13.840] 90
[11:37:13.840] RDY
[11:37:13.883] 90
[11:37:13.883] RDY
[11:37:13.883] 90
[11:37:13.883] RDY
[11:37:13.906] 90
[11:37:13.906] RDY
[11:37:13.935] 90
[11:37:13.940] RDY
[11:37:13.944] 90
[11:37:13.944] RDY
[11:37:13.961] 90
[11:37:13.965] RDY
[11:37:13.982] 90
[11:37:13.982] RDY
[11:37:14.007] 90
[11:37:14.007] RDY
[11:37:14.023] 90
[11:37:14.027] RDY
[11:37:14.043] 90
[11:37:14.043] RDY
[11:37:14.059] 90
[11:37:14.060] RDY
[11:37:14.089] 90
[11:37:14.089] RDY
[11:37:14.097] 90
[11:37:14.098] RDY
[11:37:14.158] 90
[11:37:14.159] RDY
[11:37:14.159] 90
[11:37:14.159] RDY
[11:37:14.159] 90
[11:37:14.168] RDY
[11:37:14.188] 90
[11:37:14.195] RDY
[11:37:14.204] 90
[11:37:14.204] RDY
[11:37:14.220] 90
[11:37:14.224] RDY
[11:37:14.247] 90
[11:37:14.248] RDY
[11:37:14.265] 90
[11:37:14.265] RDY
[11:37:14.281] 90
[11:37:14.284] RDY
[11:37:14.302] 90
[11:37:14.302] RDY
[11:37:14.318] 90
[11:37:14.318] RDY
[11:37:14.345] 90
[11:37:14.349] RDY
[11:37:14.362] 90
[11:37:14.362] RDY
[11:37:14.386] 90
[11:37:14.390] RDY
[11:37:14.408] 90
[11:37:14.408] RDY
[11:37:14.420] 90
[11:37:14.420] RDY
[11:37:14.436] 90
[11:37:14.455] RDY
[11:37:14.465] 90
[11:37:14.467] RDY
[11:37:14.491] 90
[11:37:14.492] RDY
[11:37:14.500] 90
[11:37:14.500] RDY
[11:37:14.525] 90
[11:37:14.525] RDY
[11:37:14.540] 90
[11:37:14.544] RDY
[11:37:14.566] 90
[11:37:14.571] RDY
[11:37:14.581] 90
[11:37:14.586] RDY
[11:37:14.605] 90
[11:37:14.605] RDY
[11:37:14.630] 90
[11:37:14.630] RDY
[11:37:14.644] 90
[11:37:14.647] RDY
[11:37:14.665] 90
[11:37:14.668] RDY
[11:37:14.691] 90
[11:37:14.694] RDY
[11:37:14.699] 90
[11:37:14.701] RDY
[11:37:14.728] 90
[11:37:14.728] RDY
[11:37:14.754] 90
[11:37:14.758] RDY
[11:37:14.771] 90
[11:37:14.775] RDY
[11:37:14.782] 90
[11:37:14.783] RDY
[11:37:14.801] 90
[11:37:14.804] RDY
[11:37:14.828] 90
[11:37:14.828] RDY
[11:37:14.844] 90
[11:37:14.848] RDY
[11:37:14.867] 90
[11:37:14.867] RDY
[11:37:14.879] 90
[11:37:14.883] RDY
[11:37:14.914] 90
[11:37:14.914] RDY
[11:37:14.930] 90
[11:37:14.930] RDY
[11:37:14.948] 90
[11:37:14.951] RDY
[11:37:14.966] 90
[11:37:14.970] RDY
[11:37:14.981] 90
[11:37:14.985] RDY
[11:37:15.005] 90
[11:37:15.010] RDY
[11:37:15.017] 90
[11:37:15.019] RDY
[11:37:15.039] 90
[11:37:15.039] RDY
[11:37:15.059] 90
[11:37:15.063] RDY
[11:37:15.080] 90
[11:37:15.081] RDY
[11:37:15.107] 90
[11:37:15.110] RDY
[11:37:15.119] 90
[11:37:15.122] RDY
[11:37:15.140] 90
[11:37:15.141] RDY
[11:37:15.161] 90
[11:37:15.163] RDY
[11:37:15.188] 90
[11:37:15.192] RDY
[11:37:15.201] 90
[11:37:15.201] RDY
[11:37:15.224] 90
[11:37:15.224] RDY
[11:37:15.249] 90
[11:37:15.249] RDY
[11:37:15.264] 90
[11:37:15.267] RDY
[11:37:15.284] 90
[11:37:15.300] RDY
[11:37:15.315] 90
[11:37:15.317] RDY
[11:37:15.333] 90
[11:37:15.334] RDY
[11:37:15.342] 90
[11:37:15.342] RDY
[11:37:15.362] 90
[11:37:15.366] RDY
[11:37:15.381] 90
[11:37:15.382] RDY
[11:37:15.403] 90
[11:37:15.406] RDY
[11:37:15.418] 90
[11:37:15.421] RDY
[11:37:15.447] 90
[11:37:15.447] RDY
[11:37:15.466] 90
[11:37:15.470] RDY
[11:37:15.482] 90
[11:37:15.485] RDY
[11:37:15.510] 90
[11:37:15.510] RDY
[11:37:15.525] 90
[11:37:15.528] RDY
[11:37:15.553] 90
[11:37:15.553] RDY
[11:37:15.569] 90
[11:37:15.572] RDY
[11:37:15.586] 90
[11:37:15.587] RDY
[11:37:15.603] 90
[11:37:15.604] RDY
[11:37:15.628] 90
[11:37:15.630] RDY
[11:37:15.645] 90
[11:37:15.645] RDY
[11:37:15.669] 90
[11:37:15.674] RDY
[11:37:15.685] 90
[11:37:15.685] RDY
[11:37:15.701] 90
[11:37:15.701] RDY
[11:37:15.717] 90
[11:37:15.717] RDY
[11:37:15.747] 90
[11:37:15.750] RDY
[11:37:15.758] 90
[11:37:15.758] RDY
[11:37:15.795] 90
[11:37:15.795] RDY
[11:37:15.811] 90
[11:37:15.811] RDY
[11:37:15.833] 90
[11:37:15.836] RDY
[11:37:15.841] 90
[11:37:15.844] RDY
[11:37:15.864] 90
[11:37:15.864] RDY
[11:37:15.882] 90
[11:37:15.886] RDY
[11:37:15.900] 90
[11:37:15.900] RDY
[11:37:15.933] 90
[11:37:15.936] RDY
[11:37:15.949] 90
[11:37:15.949] RDY
[11:37:15.965] 90
[11:37:15.965] RDY
[11:37:15.982] 90
[11:37:15.987] RDY
[11:37:16.006] 90
[11:37:16.008] RDY
[11:37:16.032] 90
[11:37:16.032] RDY
[11:37:16.059] 90
[11:37:16.059] RDY
[11:37:16.059] 90
[11:37:16.059] RDY
[11:37:16.093] 90
[11:37:16.096] RDY
[11:37:16.106] 90
[11:37:16.106] RDY
[11:37:16.123] 90
[11:37:16.123] RDY
[11:37:16.143] 90
[11:37:16.147] RDY
[11:37:16.164] 90
[11:37:16.168] RDY
[11:37:16.193] 90
[11:37:16.197] RDY
[11:37:16.216] 90
[11:37:16.216] RDY
[11:37:16.232] 90
[11:37:16.232] RDY
[11:37:16.248] 90
[11:37:16.252] RDY
[11:37:16.264] 90
[11:37:16.264] RDY
[11:37:16.281] 90
[11:37:16.281] RDY
[11:37:16.300] 90
[11:37:16.303] RDY
[11:37:16.340] 90
[11:37:16.343] RDY
[11:37:16.354] 90
[11:37:16.357] RDY
[11:37:16.373] 90
[11:37:16.374] RDY
[11:37:16.382] 90
[11:37:16.383] RDY
[11:37:16.406] 90
[11:37:16.412] RDY
[11:37:16.418] 90
[11:37:16.418] RDY
[11:37:16.452] 90
[11:37:16.456] RDY
[11:37:16.459] 90
[11:37:16.462] RDY
[11:37:16.488] 90
[11:37:16.488] RDY
[11:37:16.504] 90
[11:37:16.507] RDY
[11:37:16.526] 90
[11:37:16.529] RDY
[11:37:16.549] 90
[11:37:16.549] RDY
[11:37:16.580] 90
[11:37:16.582] RDY
[11:37:16.582] 90
[11:37:16.590] RDY
[11:37:16.606] 90
[11:37:16.610] RDY
[11:37:16.624] 90
[11:37:16.624] RDY
[11:37:16.649] 90
[11:37:16.674] RDY
[11:37:16.674] 90
[11:37:16.680] RDY
[11:37:16.699] 90
[11:37:16.699] RDY
[11:37:16.708] 90
[11:37:16.708] RDY
[11:37:16.725] 90
[11:37:16.729] RDY
[11:37:16.747] 90
[11:37:16.749] RDY
[11:37:16.758] 90
[11:37:16.776] RDY
[11:37:16.805] 90
[11:37:16.806] RDY
[11:37:16.806] 90
[11:37:16.806] RDY
[11:37:16.830] 90
[11:37:16.833] RDY
[11:37:16.846] 90
[11:37:16.849] RDY
[11:37:16.875] 90
[11:37:16.881] RDY
[11:37:16.904] 90
[11:37:16.906] RDY
[11:37:16.906] 90
[11:37:16.906] RDY
